Campaign_ID,Clicks,Conversions,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,Date,Impressions,CTR,CPC,CPA,ROAS
C5515,1982,1315,LinkedIn,Carousel,25-34,Other,Asia,222235,7910.1,2024-03-05,7745,0.25590703679793414,3.990968718466196,6.015285171102662,28.095093614492864
C1746,836,355,LinkedIn,Video,25-34,Male,Europe,65675,2914.9,2024-06-05,4094,0.20420127015144113,3.4867224880382777,8.210985915492959,22.53079007856187
C9933,1159,980,Facebook,Image,45-54,Other,South America,193060,6906.4,2024-05-11,1056,1.097537878787879,5.9589301121656595,7.04734693877551,27.953781999304994
C8825,1680,1138,LinkedIn,Text,45-54,Male,Asia,171838,2565.0,2024-02-15,7194,0.2335279399499583,1.5267857142857142,2.2539543057996485,66.9933723196881
C7975,213,101,YouTube,Carousel,25-34,Other,South America,19392,6345.6,2024-06-24,7269,0.029302517540239374,29.79154929577465,62.827722772277234,3.0559757942511343
C7607,1508,131,Instagram,Carousel,25-34,Other,North America,14541,2557.8,2024-09-09,3166,0.476310802274163,1.6961538461538463,19.52519083969466,5.6849636406286645
C9454,1817,1346,Facebook,Carousel,25-34,Male,North America,254394,8740.0,2024-10-30,5144,0.3532270606531882,4.810126582278481,6.4933135215453195,29.106864988558353
C8148,168,17,LinkedIn,Text,35-44,Female,Africa,646,7675.2,2024-12-14,3766,0.04460966542750929,45.68571428571428,451.4823529411765,0.08416718782572441
C7717,959,849,LinkedIn,Video,25-34,Male,Africa,26319,2504.8,2024-07-22,8253,0.11620016963528414,2.6118873826903024,2.950294464075383,10.507425742574256
C9867,1689,622,LinkedIn,Carousel,35-44,Other,Asia,72774,6048.9,2024-05-19,4932,0.3424574209245742,3.581349911190053,9.72491961414791,12.030947775628627
C3387,1677,1015,Google,Carousel,35-44,Other,South America,156310,6547.5,2024-08-20,3004,0.5582556591211718,3.9042933810375673,6.4507389162561575,23.87323405880107
C1341,859,735,Facebook,Carousel,18-24,Female,Europe,127890,4630.0,2024-04-17,4113,0.2088499878434233,5.389988358556461,6.299319727891157,27.622030237580994
C2816,1448,1432,Facebook,Image,18-24,Male,Asia,173272,8306.1,2024-08-11,1832,0.7903930131004366,5.736256906077348,5.800349162011173,20.8608131373328
C5907,352,288,Facebook,Video,18-24,Female,Europe,22752,7869.4,2025-02-03,7111,0.04950077344958515,22.35625,27.324305555555554,2.891198820748723
C5355,1765,666,YouTube,Text,35-44,Male,Asia,22644,5764.5,2024-12-11,3963,0.4453696694423417,3.2660056657223797,8.655405405405405,3.9281811085089773
C5938,1667,1446,Instagram,Text,45-54,Male,South America,160506,4537.4,2024-12-10,1092,1.5265567765567765,2.7218956208758245,3.1378976486860304,35.3740027328426
C3935,321,307,Facebook,Text,35-44,Male,North America,20876,4850.0,2024-07-09,2141,0.14992993928070994,15.109034267912772,15.798045602605864,4.304329896907216
C7449,1164,862,Google,Carousel,25-34,Other,North America,124990,2203.2,2024-07-09,2397,0.4856070087609512,1.8927835051546391,2.555916473317865,56.731118373275244
C3181,732,594,YouTube,Text,18-24,Male,South America,48114,8370.0,2024-07-22,2732,0.2679355783308931,11.434426229508198,14.090909090909092,5.748387096774193
C4782,1573,487,Google,Video,35-44,Male,Asia,19967,6510.4,2025-01-29,8719,0.18041059754559008,4.138842975206611,13.368377823408624,3.066939051363972
C5794,877,472,Instagram,Image,18-24,Other,Africa,82128,8962.8,2024-05-24,9595,0.09140177175612298,10.219840364880273,18.988983050847455,9.163207926094525
C7681,299,226,YouTube,Video,18-24,Other,Asia,28476,8840.0,2024-12-02,2063,0.14493456131846824,29.565217391304348,39.11504424778761,3.221266968325792
C3996,1134,687,Facebook,Carousel,35-44,Male,South America,33663,5037.2,2025-01-11,7026,0.161400512382579,4.441975308641975,7.3321688500727795,6.682879377431907
C1555,838,832,LinkedIn,Carousel,35-44,Other,South America,154752,9172.8,2024-10-11,9533,0.08790517150949334,10.946062052505965,11.024999999999999,16.87074829931973
C2434,1491,1279,Instagram,Video,45-54,Other,Africa,203361,8384.2,2025-01-28,3947,0.3777552571573347,5.623205902079142,6.555277560594215,24.255265857207604
C8502,842,484,Instagram,Image,18-24,Other,Asia,82280,8725.5,2025-02-01,8453,0.09960960605702118,10.362826603325416,18.02789256198347,9.429832101312245
C3055,1387,734,YouTube,Carousel,25-34,Other,Asia,104228,2420.5,2024-10-10,7667,0.18090517803573758,1.7451333813987022,3.2976839237057223,43.06052468498244
C6872,897,335,Google,Video,25-34,Other,Europe,64990,5073.1,2024-12-23,5482,0.1636264137176213,5.655629877369008,15.14358208955224,12.810707456978967
C7596,254,239,Instagram,Carousel,35-44,Male,Africa,7170,2102.4,2024-07-12,4440,0.057207207207207206,8.277165354330709,8.796652719665273,3.410388127853881
C2221,645,95,LinkedIn,Video,45-54,Other,Africa,18335,7683.8,2024-10-09,3876,0.16640866873065016,11.912868217054264,80.8821052631579,2.3861891251724408
C9288,1692,1462,LinkedIn,Image,18-24,Female,Asia,119884,8360.0,2024-10-12,1096,1.5437956204379562,4.9408983451536646,5.718194254445964,14.340191387559809
C9249,595,567,LinkedIn,Video,45-54,Other,Europe,36288,6874.8,2024-02-27,1698,0.3504122497055359,11.554285714285715,12.124867724867725,5.278408099144702
C4482,1100,661,Facebook,Image,55+,Male,North America,104438,9565.5,2024-12-21,1643,0.6695069993913573,8.69590909090909,14.471255673222391,10.9181955987664
C5313,1673,1321,Facebook,Video,55+,Other,Europe,81902,6313.8,2024-10-15,1086,1.5405156537753222,3.7739390316796175,4.779560938682816,12.971902816053722
C5399,1382,407,Facebook,Text,35-44,Male,South America,71632,6222.5,2024-07-21,2134,0.647610121836926,4.502532561505065,15.288697788697789,11.511771795901968
C5557,962,917,Google,Video,25-34,Other,Africa,53186,6951.0,2024-06-30,2012,0.47813121272365805,7.225571725571726,7.580152671755725,7.651560926485398
C6874,484,237,Instagram,Video,45-54,Male,South America,22041,5831.1,2024-10-29,9063,0.05340395012688955,12.047727272727274,24.603797468354433,3.7799043062200957
C5999,1598,854,LinkedIn,Carousel,25-34,Other,North America,157136,2514.6,2024-02-22,2501,0.6389444222311076,1.5735919899874844,2.9444964871194377,62.489461544579655
C3701,1697,518,Google,Text,55+,Other,Europe,76664,7011.0,2024-06-07,7755,0.21882656350741458,4.13140836770772,13.534749034749035,10.934816716588218
C1508,526,137,Instagram,Text,18-24,Other,Asia,20413,7686.1,2024-12-13,2462,0.21364744110479286,14.61235741444867,56.1029197080292,2.655833257438753
C2576,1718,1390,LinkedIn,Video,45-54,Female,North America,247420,9312.6,2024-06-30,1873,0.9172450613988254,5.420605355064028,6.699712230215828,26.568305306788652
C6242,1318,286,YouTube,Video,45-54,Other,Europe,33462,2280.0,2024-07-04,2676,0.49252615844544095,1.7298937784522004,7.972027972027972,14.676315789473684
C2157,622,277,Google,Carousel,45-54,Female,South America,21606,9224.7,2024-11-27,1083,0.5743305632502308,14.830707395498393,33.302166064981954,2.342189989918371
C1002,1806,1612,Facebook,Carousel,18-24,Female,Asia,320788,10348.0,2024-06-22,9928,0.18190975020145045,5.729789590254707,6.419354838709677,31.0
C9559,1351,141,LinkedIn,Text,35-44,Male,South America,6627,4960.0,2024-12-09,8847,0.1527071323612524,3.6713545521835678,35.177304964539005,1.3360887096774194
C8244,929,93,Google,Text,35-44,Male,Africa,9486,3827.9,2025-01-19,6433,0.14441162754546868,4.120452099031216,41.160215053763444,2.478121163039787
C2340,1173,1018,Facebook,Text,45-54,Male,Europe,123178,3434.0,2024-10-23,9185,0.12770821992378878,2.927536231884058,3.37328094302554,35.87012230634828
C7255,1187,130,YouTube,Text,35-44,Female,Europe,5200,3540.5,2024-10-05,7095,0.16730091613812545,2.9827295703454086,27.234615384615385,1.4687191074706962
C8218,107,43,YouTube,Carousel,45-54,Other,Africa,7697,5643.0,2024-03-11,1611,0.06641837368094351,52.73831775700935,131.2325581395349,1.3639907850434165
C7331,846,522,YouTube,Video,25-34,Female,Asia,41238,4201.6,2024-10-05,9379,0.0902015140206845,4.966430260047281,8.049042145593871,9.814832444782938
C6586,1049,16,Google,Carousel,18-24,Female,Asia,2464,4356.0,2024-02-18,7204,0.14561354802887286,4.152526215443279,272.25,0.5656565656565656
C1413,296,204,Google,Video,25-34,Male,Africa,38760,2366.1,2025-01-27,9221,0.032100639843834725,7.99358108108108,11.598529411764705,16.381387092684164
C6528,1469,917,Facebook,Carousel,35-44,Male,Europe,78862,5702.4,2024-06-19,5621,0.2613413983276997,3.8818243703199453,6.218538713195201,13.829615600448935
C8829,1696,1246,LinkedIn,Image,55+,Other,Asia,179424,8668.8,2024-08-13,8992,0.18861209964412812,5.1113207547169806,6.957303370786517,20.697674418604652
C2805,1553,916,Instagram,Image,18-24,Male,Africa,62288,9414.6,2025-01-18,3746,0.4145755472504004,6.062202189311011,10.277947598253276,6.616106897797039
C8023,1433,108,LinkedIn,Image,55+,Female,South America,19116,6440.8,2024-06-11,6662,0.2151005703992795,4.494626657362177,59.63703703703704,2.9679542913923735
C1542,1427,277,Facebook,Text,45-54,Other,Europe,12742,4167.9,2024-11-06,2074,0.6880424300867888,2.9207428170988083,15.046570397111912,3.057175076177452
C5660,1389,1191,Google,Image,55+,Other,South America,202470,9980.7,2024-11-16,5690,0.24411247803163444,7.185529157667387,8.380100755667508,20.286152273888604
C7614,698,502,Instagram,Text,18-24,Male,South America,33132,9604.0,2024-07-24,2396,0.2913188647746244,13.759312320916905,19.131474103585656,3.4498125780924616
C2469,687,192,Instagram,Image,35-44,Other,South America,27264,9069.5,2024-09-26,2356,0.29159592529711376,13.201601164483261,47.236979166666664,3.0061194112134078
C1900,1562,1530,Facebook,Text,35-44,Male,Asia,73440,7039.7,2024-05-03,3115,0.5014446227929374,4.506850192061459,4.601111111111111,10.43226273846897
C1108,271,41,YouTube,Carousel,25-34,Male,North America,2665,7080.1,2025-01-21,3191,0.08492635537449075,26.125830258302585,172.68536585365854,0.3764071128938857
C2071,903,471,YouTube,Video,45-54,Other,Europe,28260,6835.2,2024-03-04,5296,0.1705060422960725,7.569435215946844,14.512101910828026,4.134480337078652
C6095,1251,29,LinkedIn,Carousel,25-34,Other,Africa,1682,3825.0,2024-06-20,7107,0.17602363866610385,3.0575539568345325,131.89655172413794,0.43973856209150325
C5045,407,237,Google,Video,35-44,Other,South America,46689,7297.5,2024-08-23,2158,0.18860055607043558,17.92997542997543,30.79113924050633,6.397944501541624
C4555,661,597,Instagram,Video,25-34,Male,South America,46566,4200.0,2024-05-04,4013,0.16471467729877898,6.354009077155824,7.035175879396985,11.087142857142856
C4793,1398,34,YouTube,Carousel,35-44,Female,South America,6256,5415.0,2024-04-25,2495,0.5603206412825651,3.8733905579399144,159.26470588235293,1.155309325946445
C2048,168,35,YouTube,Image,55+,Female,Africa,5600,3540.0,2024-03-07,3016,0.05570291777188329,21.071428571428573,101.14285714285714,1.5819209039548023
C4845,63,48,Google,Image,55+,Male,Asia,1776,4681.8,2024-06-17,2837,0.022206556221360592,74.31428571428572,97.53750000000001,0.3793412789952582
C9774,236,33,Instagram,Carousel,55+,Female,Europe,1584,5656.0,2024-11-23,4806,0.04910528506034124,23.966101694915253,171.3939393939394,0.28005657708628007
C5042,1187,100,Instagram,Video,55+,Other,Europe,7300,2519.4,2024-08-18,3168,0.3746843434343434,2.1224936815501265,25.194000000000003,2.89751528141621
C1725,1929,1755,Google,Text,18-24,Female,Asia,198315,6880.5,2024-12-10,7725,0.24970873786407766,3.566874027993779,3.9205128205128204,28.822759973839112
C3371,1922,1727,LinkedIn,Video,25-34,Other,North America,127798,5740.8,2024-11-28,7053,0.2725081525591947,2.986888657648283,3.324145917776491,22.26135730211817
C3637,1936,1529,LinkedIn,Text,45-54,Male,Europe,131494,5071.5,2024-03-12,5183,0.3735288442986687,2.6195764462809916,3.316873773708306,25.928029182687567
C6261,1589,600,LinkedIn,Text,35-44,Other,North America,19800,2039.4,2024-08-27,3909,0.4064978255308263,1.283448709880428,3.399,9.70873786407767
C5561,106,68,Instagram,Text,18-24,Other,North America,8636,9130.4,2024-03-18,6385,0.016601409553641346,86.13584905660377,134.2705882352941,0.9458512222903707
C2077,880,820,YouTube,Carousel,45-54,Other,Europe,141860,7885.5,2024-04-28,1288,0.6832298136645962,8.960795454545455,9.616463414634147,17.98998161181916
C8057,140,137,YouTube,Carousel,55+,Female,North America,25482,2575.0,2024-10-04,9589,0.014600062571696736,18.392857142857142,18.795620437956206,9.895922330097088
C1737,413,90,Instagram,Video,45-54,Male,North America,11790,4723.2,2024-03-21,2939,0.1405239877509357,11.436319612590799,52.48,2.496189024390244
C1505,1778,978,Google,Carousel,55+,Other,Asia,124206,8898.1,2025-01-27,6000,0.29633333333333334,5.004555680539933,9.098261758691207,13.95871028646565
C2719,1730,231,Instagram,Image,25-34,Other,Europe,31878,8001.0,2024-03-26,2221,0.7789284106258442,4.6248554913294795,34.63636363636363,3.984251968503937
C7735,1006,682,Instagram,Text,25-34,Male,Europe,109120,9325.8,2024-05-01,3023,0.3327820046311611,9.270178926441352,13.674193548387096,11.700872847369663
C6972,111,76,Instagram,Video,55+,Female,Africa,9576,7604.8,2024-06-18,4847,0.022900763358778626,68.51171171171171,100.06315789473685,1.2592047128129602
C5312,136,76,Google,Image,35-44,Other,North America,6764,5291.5,2024-11-28,5506,0.024700326916091538,38.908088235294116,69.625,1.2782764811490126
C1783,1180,1041,Facebook,Image,25-34,Other,Europe,173847,1976.0,2024-02-28,3358,0.3513996426444312,1.6745762711864407,1.8981748318924112,87.97925101214575
C3792,1226,481,Facebook,Video,55+,Male,Asia,68783,6354.6,2024-11-22,7066,0.17350693461647326,5.183197389885808,13.211226611226612,10.824127403770497
C9836,451,145,LinkedIn,Video,45-54,Male,Africa,5220,8362.8,2024-04-20,6874,0.06560954320628455,18.54279379157428,57.674482758620684,0.6241928540680155
C4093,1644,320,YouTube,Carousel,35-44,Male,Africa,15360,7880.0,2024-07-31,1906,0.8625393494228751,4.793187347931873,24.625,1.9492385786802031
C9838,609,225,Instagram,Text,18-24,Male,Africa,29250,5088.2,2024-08-22,9822,0.06200366524129505,8.355008210180623,22.61422222222222,5.748594787940726
C1176,1103,403,Facebook,Text,45-54,Female,North America,47554,9058.5,2024-06-15,3189,0.34587645029789904,8.21260199456029,22.477667493796528,5.2496550201468235
C7530,287,192,YouTube,Text,25-34,Other,South America,7104,7362.5,2024-09-28,9828,0.0292022792022792,25.653310104529616,38.346354166666664,0.9648896434634975
C7692,1116,102,YouTube,Video,25-34,Other,Europe,19176,2325.6,2024-10-30,4402,0.2535211267605634,2.0838709677419356,22.8,8.24561403508772
C7432,121,40,Google,Video,18-24,Female,Africa,6800,8920.0,2024-08-20,2489,0.04861390116512656,73.71900826446281,223.0,0.7623318385650224
C8177,904,81,Instagram,Carousel,55+,Other,Asia,2592,3450.5,2025-01-18,5289,0.1709207789752316,3.816924778761062,42.598765432098766,0.7511954789160992
C1378,74,53,Facebook,Image,45-54,Female,Africa,1643,3148.8,2024-04-03,1468,0.05040871934604905,42.55135135135136,59.41132075471698,0.5217860772357723
C7959,254,14,Google,Video,25-34,Male,Asia,2212,3346.5,2024-06-15,5358,0.04740574841358716,13.1751968503937,239.03571428571428,0.6609890930823248
C2638,972,546,LinkedIn,Carousel,55+,Female,Africa,57876,3339.0,2024-03-14,9739,0.09980490810144779,3.435185185185185,6.115384615384615,17.333333333333332
C5910,577,188,Facebook,Carousel,18-24,Other,Africa,20868,4223.8,2024-08-15,4098,0.1408003904343582,7.320277296360485,22.467021276595744,4.94057483782376
C9293,1322,61,Facebook,Video,45-54,Other,Africa,6832,9172.8,2024-02-22,1700,0.7776470588235294,6.93857791225416,150.37377049180327,0.7448107448107448
C2716,1549,665,Facebook,Image,25-34,Other,Europe,99750,6385.2,2024-05-20,1289,1.2017067494181537,4.122143318269852,9.601804511278194,15.62206352189438
C9055,129,101,YouTube,Carousel,35-44,Other,Europe,7373,3850.0,2025-02-01,8322,0.015501081470800288,29.844961240310077,38.118811881188115,1.9150649350649351
C2772,826,40,Facebook,Text,18-24,Other,Asia,4960,9516.0,2024-04-05,5989,0.1379195191183837,11.520581113801454,237.9,0.5212274064733081
C2972,1125,191,LinkedIn,Carousel,25-34,Male,Europe,34762,4449.2,2024-04-05,5583,0.2015045674368619,3.9548444444444444,23.294240837696336,7.813089993706734
C2481,681,636,Facebook,Carousel,45-54,Male,South America,52152,8424.9,2024-07-01,2955,0.23045685279187816,12.37136563876652,13.246698113207547,6.190221842395756
C5611,663,446,Instagram,Carousel,35-44,Male,Europe,37018,6489.0,2024-12-03,7700,0.0861038961038961,9.787330316742082,14.54932735426009,5.70473108337186
C7572,729,70,YouTube,Carousel,55+,Female,Africa,9870,4706.6,2025-01-07,7297,0.09990407016582158,6.456241426611798,67.23714285714286,2.0970551990821398
C4973,1114,159,Facebook,Carousel,25-34,Male,Asia,25281,4471.7,2024-09-16,4740,0.2350210970464135,4.014093357271095,28.123899371069182,5.653554576559251
C4744,1494,510,YouTube,Carousel,25-34,Female,South America,74970,6631.0,2024-05-04,3343,0.4469039784624589,4.438420348058902,13.001960784313725,11.305987030613784
C1946,715,537,YouTube,Carousel,25-34,Other,Africa,81624,1928.5,2025-01-20,4060,0.17610837438423646,2.697202797202797,3.591247672253259,42.32512315270936
C7586,459,285,Instagram,Carousel,35-44,Female,South America,44460,3684.8,2024-09-26,2972,0.1544414535666218,8.027886710239653,12.929122807017544,12.065783760312636
C1127,1109,71,Facebook,Video,35-44,Male,South America,6603,2381.6,2024-07-20,1630,0.6803680981595092,2.1475202885482414,33.543661971830986,2.772505878401075
C6136,1597,52,YouTube,Carousel,55+,Female,Africa,2756,6344.0,2024-05-31,7674,0.20810529059160804,3.9724483406386977,122.0,0.4344262295081967
C2281,1962,312,Instagram,Text,18-24,Male,South America,23088,2707.5,2024-04-26,9969,0.19681011134517,1.3799694189602447,8.677884615384615,8.527423822714681
C9118,344,220,Google,Image,35-44,Male,Africa,43340,2459.8,2024-12-16,7350,0.046802721088435376,7.150581395348838,11.180909090909092,17.619318643792177
C6880,927,521,Instagram,Image,45-54,Other,Europe,75545,9781.2,2024-05-11,4891,0.18953179308934778,10.551456310679612,18.77389635316699,7.723489960332065
C6366,327,292,LinkedIn,Image,55+,Male,Africa,41464,8157.6,2024-07-09,6742,0.04850192821121329,24.946788990825688,27.936986301369863,5.082867510051976
C3759,1879,867,Instagram,Carousel,18-24,Other,Africa,125715,4610.0,2025-01-24,4674,0.40201112537441164,2.4534326769558277,5.317185697808535,27.27006507592191
C3041,348,227,Instagram,Text,55+,Female,Africa,25651,4248.6,2024-07-27,5420,0.06420664206642067,12.208620689655174,18.716299559471366,6.037518241303017
C4336,1192,135,LinkedIn,Image,55+,Male,Africa,4590,5028.6,2024-10-18,9900,0.1204040404040404,4.2186241610738255,37.24888888888889,0.9127789046653143
C9305,1038,80,Google,Text,25-34,Other,Asia,4240,9150.0,2024-08-28,4942,0.21003642250101173,8.815028901734104,114.375,0.4633879781420765
C3508,487,339,Instagram,Image,18-24,Other,South America,55935,2907.0,2024-04-13,3580,0.13603351955307263,5.969199178644764,8.575221238938052,19.241486068111456
C9092,1751,80,Facebook,Carousel,18-24,Other,Europe,15200,3868.8,2024-12-16,2396,0.7308013355592654,2.209480296973158,48.36,3.9288668320926385
C3215,337,37,Facebook,Image,35-44,Male,North America,1369,3110.8,2024-12-16,5200,0.0648076923076923,9.230860534124629,84.07567567567568,0.44007972225794006
C4306,992,547,LinkedIn,Image,18-24,Female,Asia,91896,9330.0,2024-04-14,3362,0.2950624628197501,9.40524193548387,17.056672760511884,9.84951768488746
C5802,1343,1135,Facebook,Image,18-24,Male,South America,53345,3773.3,2024-10-10,5075,0.2646305418719212,2.8096053611317946,3.324493392070485,14.13749238067474
C4892,782,367,YouTube,Carousel,45-54,Other,Africa,49178,6572.8,2024-04-11,3981,0.19643305702084904,8.405115089514068,17.909536784741146,7.482047224926972
C5299,957,291,Instagram,Carousel,35-44,Male,Africa,34338,3177.6,2025-02-04,6037,0.158522444922975,3.3203761755485894,10.91958762886598,10.806268882175226
C5700,1157,183,Google,Image,55+,Female,North America,35319,2131.1,2024-09-17,8526,0.13570255688482288,1.8419187554019014,11.64535519125683,16.57313124677397
C2361,430,238,Google,Carousel,35-44,Female,Asia,37604,7423.5,2024-08-26,9429,0.0456039876975289,17.263953488372092,31.191176470588236,5.065535124941065
C5324,1369,1299,Google,Carousel,35-44,Female,Asia,200046,4120.8,2024-04-05,9963,0.13740841112114824,3.0100803506208913,3.1722863741339493,48.54542807221898
C1822,465,176,Instagram,Carousel,18-24,Other,Asia,12672,9860.4,2024-03-09,4716,0.09860050890585242,21.20516129032258,56.025,1.285140562248996
C1510,1604,958,Facebook,Image,25-34,Male,South America,98674,8295.0,2024-04-20,4212,0.3808167141500475,5.1714463840399,8.65866388308977,11.895599758890897
C5404,1176,97,Instagram,Video,35-44,Other,Africa,13095,5073.0,2024-03-09,5584,0.21060171919770773,4.313775510204081,52.29896907216495,2.5813128326434063
C3108,497,51,LinkedIn,Text,35-44,Other,Asia,4080,9438.1,2024-02-22,3060,0.16241830065359478,18.990140845070425,185.0607843137255,0.43229039743168646
C7169,813,609,LinkedIn,Image,55+,Other,North America,67599,2484.6,2024-10-11,8459,0.09611065137723135,3.0560885608856085,4.079802955665024,27.20719632938904
C4316,686,207,Instagram,Video,45-54,Male,North America,9108,4924.5,2025-01-27,3995,0.17171464330413017,7.178571428571429,23.78985507246377,1.8495278708498324
C8539,326,131,Facebook,Text,35-44,Other,Africa,14279,2348.4,2024-06-01,4300,0.0758139534883721,7.203680981595093,17.92671755725191,6.080309998296713
C4251,1345,545,YouTube,Carousel,18-24,Female,South America,59405,6947.2,2024-07-13,1393,0.9655419956927495,5.165204460966542,12.747155963302752,8.550926992169508
C9343,553,204,Facebook,Carousel,18-24,Male,Africa,8772,7308.0,2025-02-02,3899,0.14183123877917414,13.215189873417721,35.8235294117647,1.200328407224959
C2960,1769,501,LinkedIn,Text,25-34,Other,Europe,77655,5500.8,2024-09-11,6561,0.2696235329980186,3.1095534200113057,10.979640718562875,14.117037521815009
C2041,1855,1410,Google,Text,45-54,Male,Africa,57810,4964.6,2024-11-20,8611,0.21542213447915456,2.67633423180593,3.5209929078014186,11.64444265399025
C9739,1272,823,Instagram,Video,35-44,Male,North America,50203,5778.3,2025-02-07,3154,0.4032974001268231,4.542688679245283,7.021020656136088,8.688195490023016
C5312,717,291,LinkedIn,Carousel,55+,Male,North America,48306,5140.8,2024-10-24,3811,0.1881395959065862,7.169874476987448,17.6659793814433,9.396591970121381
C1238,839,389,Facebook,Text,35-44,Female,South America,17505,4989.4,2024-08-25,4176,0.20090996168582376,5.94684147794994,12.826221079691516,3.5084378883232454
C2337,1394,798,LinkedIn,Image,35-44,Other,Europe,158802,5260.5,2024-08-28,7571,0.18412362963941356,3.773672883787661,6.592105263157895,30.187624750499
C2998,1439,1088,Instagram,Image,45-54,Male,Europe,78336,7850.0,2024-08-26,2281,0.6308636562911004,5.455177206393329,7.2150735294117645,9.979108280254778
C9868,1292,1034,Facebook,Carousel,25-34,Female,North America,117876,5788.8,2024-11-08,8556,0.1510051425899953,4.480495356037152,5.598452611218569,20.362769485903815
C3107,1968,1705,Google,Carousel,18-24,Other,Africa,121055,4569.6,2024-08-18,8159,0.24120603015075376,2.3219512195121954,2.680117302052786,26.491377801120446
C6981,470,135,LinkedIn,Text,35-44,Female,Asia,18630,4606.0,2024-11-16,9003,0.052204820615350436,9.8,34.11851851851852,4.044724272687798
C6577,1308,1030,Facebook,Carousel,35-44,Female,Asia,73130,6178.9,2024-07-23,2957,0.44234020967196486,4.723929663608563,5.998932038834951,11.835439965042323
C4410,171,117,YouTube,Text,18-24,Other,Europe,22815,2896.8,2024-07-01,9293,0.01840094694931669,16.940350877192984,24.75897435897436,7.875932062966031
C1091,579,264,Instagram,Video,55+,Female,Europe,48840,3221.9,2024-12-31,2893,0.20013826477704805,5.564594127806563,12.204166666666667,15.158757255035848
C5771,1854,1515,Instagram,Video,45-54,Female,North America,77265,4976.1,2024-05-08,2777,0.6676269355419517,2.683980582524272,3.284554455445545,15.527220112136009
C4208,1309,994,Instagram,Text,55+,Male,Asia,135184,5312.6,2024-11-16,7208,0.18160377358490565,4.0585179526356,5.3446680080482905,25.445921017957307
C2044,955,515,YouTube,Carousel,25-34,Male,North America,88065,3201.0,2025-01-24,1903,0.5018392012611665,3.351832460732984,6.215533980582524,27.511715089034677
C6950,526,339,Google,Video,25-34,Male,Europe,42375,6732.0,2024-03-23,8104,0.06490621915103653,12.798479087452472,19.858407079646017,6.294563279857398
C4775,1990,467,YouTube,Text,35-44,Other,Asia,25218,3864.0,2024-09-03,3180,0.6257861635220126,1.9417085427135679,8.274089935760172,6.52639751552795
C5384,98,58,Instagram,Carousel,45-54,Female,South America,1740,2808.0,2024-03-24,3277,0.029905401281660055,28.653061224489797,48.41379310344828,0.6196581196581197
C3403,860,519,Instagram,Text,45-54,Female,North America,92382,7686.1,2024-08-03,6907,0.12451136528159838,8.93732558139535,14.809441233140657,12.019359623215935
C1356,640,635,YouTube,Video,18-24,Male,North America,100965,9331.2,2024-11-30,1635,0.39143730886850153,14.580000000000002,14.694803149606301,10.820151748971192
C1713,1841,1295,Google,Video,55+,Male,Europe,132090,2386.2,2024-03-31,5611,0.32810550703974334,1.2961434003259098,1.8426254826254824,55.3557958259995
C4177,1057,127,YouTube,Image,18-24,Male,Europe,17780,2870.4,2024-04-19,9715,0.10880082346886258,2.7156102175969727,22.601574803149607,6.194258639910814
C6019,1477,152,LinkedIn,Image,55+,Female,Europe,11096,7581.0,2024-08-30,8115,0.1820086260012323,5.132701421800948,49.875,1.463659147869674
C6358,777,71,Google,Text,55+,Female,Europe,9372,5630.4,2025-01-08,1820,0.4269230769230769,7.2463320463320455,79.30140845070422,1.664535379369139
C3652,1206,49,Facebook,Text,55+,Male,Africa,7742,4529.9,2025-01-30,9671,0.12470271947058215,3.7561359867330015,92.44693877551019,1.7090885008499086
C1058,1145,454,LinkedIn,Carousel,25-34,Other,North America,50848,6324.4,2024-09-25,8602,0.1331085794001395,5.523493449781659,13.930396475770925,8.039972171273165
C4581,145,23,YouTube,Video,55+,Male,North America,713,3534.3,2025-01-26,9931,0.014600745141476185,24.37448275862069,153.66521739130437,0.20173726056078997
C1826,843,20,Instagram,Carousel,45-54,Male,Asia,3440,2461.7,2024-06-13,4070,0.20712530712530713,2.920166073546856,123.085,1.3974082950806355
C2563,1346,771,Facebook,Video,55+,Other,Africa,74787,4781.7,2024-12-21,4887,0.2754245958665848,3.552526002971768,6.201945525291829,15.640253466340424
C4300,1389,496,Facebook,Image,55+,Female,North America,54560,3247.2,2025-01-11,2652,0.5237556561085973,2.3377969762419006,6.546774193548386,16.802168021680217
C4736,494,292,YouTube,Video,55+,Other,Africa,21900,5701.5,2024-07-09,5124,0.09640905542544886,11.541497975708502,19.52568493150685,3.8410944488292555
C6991,91,35,YouTube,Text,45-54,Male,Asia,2800,8431.5,2024-02-25,2493,0.03650220617729643,92.65384615384616,240.9,0.33208800332088
C7863,1259,646,YouTube,Image,35-44,Male,South America,49742,9145.5,2024-05-20,4230,0.29763593380614656,7.264098490865766,14.157120743034056,5.438959050899349
C6080,101,48,Facebook,Text,25-34,Male,Africa,5040,8486.4,2024-08-17,2537,0.03981080015766653,84.02376237623761,176.79999999999998,0.5938914027149321
C3695,1269,644,Instagram,Carousel,45-54,Male,Asia,118496,5148.0,2024-03-22,5055,0.2510385756676558,4.056737588652482,7.9937888198757765,23.017871017871016
C2267,985,890,LinkedIn,Carousel,25-34,Female,Europe,138840,5625.7,2024-07-13,3158,0.31190626979100694,5.711370558375634,6.321011235955056,24.6795954281245
